,time,text,deaths,death_score,injuries,injury_score,location,tweet_loc
0,2021-08-21T15:00:37.000Z,"A week ago today a 7.2-magnitude earthquake rocked #Haiti, killing at least 2,000 people and injuring 12,000 more. 130,000 homes are destroyed.\n\nOur teams are working to provide medical care, logistics support and essential items.\n\nDonate to #HelpHaiti: https://t.co/nrYbSCKnYO https://t.co/HWMBx9wqhe",2000,0.013062890619039536,12000,0.3929111361503601,Haiti,"[-74.4798235, 18.0214258, -71.6284598, 20.0894352]"
1,2021-08-19T15:39:15.000Z,"#Haiti earthquake death toll rises to 2,189, over 12,000 injured &amp; more than 1.2m people impacted by disaster that struck the country last weekend https://t.co/o4JB3GpMT3",2189,0.017190715298056602,12000,0.20025452971458435,Haiti,"[35.59812591978788, -0.17524245127580623, 35.59812591978788, -0.17524245127580623]"
2,2021-08-19T06:08:24.000Z,"The death toll from a powerful earthquake that hit #Haiti last weekend has risen to 2,189, with over 12,000 injured, according to Haiti’s Civil Protection Agency. Aid has been slowly trickling in to help the thousands who were left homeless. AP https://t.co/Pn20XjINCK",2189,0.1896255612373352,12000,0.8084627389907837,Haiti,"[88.094457, 22.269493, 88.610027, 22.955918]"
3,2021-08-17T21:19:55.000Z,"The Haiti earthquake death toll is now over 1900 people. And the conditions that occur after such an enormous natural disaster are also perfect for an intensified spread of communicable diseases, including COVID-19. The need for humanitarian and medical aid cannot be overstated.",1900,0.11051812022924423,1900,0.04845660552382469,Haiti,"[-74.026675, 40.683935, -73.910408, 40.877483]"
4,2021-08-17T04:54:43.000Z,"Whilst our team assesses needs in #Haiti the latest from the ground is &gt;1,400 deaths, &gt;6,900 injured and tens of thousands displaced as &gt;45,000 homes are destroyed or badly damaged from the recent #earthquake",1400,0.024747546762228012,6900,0.05819786712527275,Haiti,"[-0.3229167, 51.3428601, -0.234011, 51.437266]"
5,2021-08-16T22:15:43.000Z,"The death toll #Haiti #haitiearthquake is over 1,400!!!",1400,0.5686481595039368,400,0.41831347346305847,Haiti,"[-77.064086, 38.979735, -76.97162, 39.036964]"
6,2021-08-16T17:29:38.000Z,"@NJGuy4Biden @GOP Or close to home humanitarian news-Death toll of powerful earthquake in Haiti soars to 1,297-",1297,0.5764450430870056,1297,0.1532720923423767,Haiti,"[-97.233811, 32.586565, -97.037464, 32.817135]"
7,2021-08-16T01:38:22.000Z,"Death toll of powerful #Haiti earthquake soars over 1,200",200,0.47934767603874207,200,0.2070745825767517,Haiti,"[-80.498029, 25.726759, -80.383636, 25.7898358]"
8,2021-08-15T21:35:15.000Z,Death toll in massive #Haiti quake jumps to 724: govt https://t.co/7nXVhGj2Fh,724,0.9491210579872131,724,0.7400742769241333,Haiti,"[36.6645733, -1.3890532, 37.0626672, -1.1606735]"
9,2021-08-15T16:23:51.000Z,"Gosh, another huge earthquake / tsunami in Haiti. \n\nDeath toll over 700.\n\n#PrayForHaiti 🙏🏻",700,0.7806133031845093,700,0.06433705240488052,Haiti,"[-103.0026515, 33.615765, -94.431332, 37.002328]"
10,2021-08-15T16:10:37.000Z,My ❤️ aches… prayers 🙏🏾 going out to #Haiti #haitiearthquake the death toll is now at more than 700 ppl 🌍,700,0.9065934419631958,700,0.5126447677612305,Haiti,"[-77.119401, 38.801826, -76.909396, 38.9953797]"
11,2021-08-15T15:51:07.000Z,"PORT-AU-PRINCE, Haiti (AP) — Haiti quake death toll soars to 724, according to civil defense director.  ##PrayForHaiti https://t.co/sV0CYmLTbb",724,0.9713187217712402,724,0.5206452012062073,Haiti,"[-80.257234, 26.6655153, -80.1562012, 26.736442]"
12,2021-08-14T23:48:03.000Z,"The death toll in #Haiti increased to at least 304, the country's civil protection agency confirmed to @ABC News. \n\nOver 1,800 people are injured. #EarthquakeHaiti",304,0.9940916299819946,304,0.40553706884384155,Haiti,"[-66.041626, 18.424088, -65.981677, 18.457703]"
13,2021-08-14T20:17:58.000Z,"227 dead and hundreds of wounded, provisional death toll from 14 August #Haiti #haitiearthquake https://t.co/ZrzzghZLXx",227,0.22266124188899994,227,0.13190825283527374,Haiti,"[-3.3285119, 55.894729, -3.077505, 55.991662]"
14,2021-08-14T19:04:33.000Z,JUST IN: Haiti #earthquake Death Toll rises to 29.,29,0.5995832681655884,29,0.2603238821029663,Haiti,"[-122.523373, 48.910742, -122.413813, 48.9649531]"
