,time,text,deaths,death_score,injuries,injury_score
0,2021-10-08T16:32:06.000Z,"Today is the 16th anniversary of 2005 Kashmir #earthquake\n\nThere can't be a bigger tragedy than this earthquake which resulted in the death of more than 70,000 people. https://t.co/1tKIOpTcns",70000,0.42700856924057007,70000,0.001985497074201703
1,2021-10-04T20:52:05.000Z,"JUST IN: Over this past year, there have been over 160 search and rescue operations, according to Chief Ranger Daniel Fagergren. \n“We’ve had a total of five fatalities, just in the last four months. And so it’s been one for the record books for sure.” \nhttps://t.co/qQZvtBvtwI",5,0.7605302929878235,5,0.0002582742308732122
2,2021-10-04T11:15:26.000Z,"RT @TODAYshow: The U.S. death toll from COVID-19 has surpassed 700,000, and even though cases are declining, experts are still advising caution, and already warning about the holiday season. @Miguelnbc reports. https://t.co/hhim015oGs #FoxNews #foxandfriends",700000,0.6756032109260559,-1,9.485226655669976e-06
3,2021-09-28T23:07:09.000Z,"@summerbrennan My son has been in hospital for 8 weeks now. His trach was removed yesterday. Hope your dad's will be too! If my son had sustained his injury 4 weeks ago instead of 8, all of this would have been very different. \nIt's sad, it's selfishness, it's tragic. I'll pray for your dad.",8,0.00027767338906414807,8,0.053423769772052765
4,2021-09-23T16:52:22.000Z,"@steffaniodaniel @FAIRImmigration @BreitbartNews 8/21 Haiti was hit by an earthquake leaving 2,200 dead, 10K homeless. 1week later a Hurricane, killing 14,caused 500mil in damage. 1month b4 they're Pres was killed leaving the isle lawless. Those are refugees fleeing death &amp; devastation, they have nothing left to go back to.",2200,0.904350221157074,2200,0.006457221694290638
5,2021-09-13T04:43:29.000Z,"🧵 I’m on my way to #Haiti, where almost a month ago a devastating 7.2 earthquake hit the southeast.  More than 12k people were injured, around 2K have died, 53K houses have been destroyed. On top of that, the affected areas could be hit by severe #storms in the coming weeks. https://t.co/vFHlEGZtde",2000,0.6756272315979004,-1,0.47036877274513245
6,2021-09-08T15:12:19.000Z,One dead from a 7.4 #earthquake near #PuebloMadero #Mexico and felt for miles. My condolences to the family. I hope there are no more casualties. #snapmap https://t.co/0wgTBVtXTf,1,0.14434799551963806,1,0.0034119889605790377
7,2021-08-28T01:14:20.000Z,The death toll in Kabul bombing rises to 170 which includes innocent women and children who were merely trying to get away from monstrous TB and live a Life. \nPlease pray for them and a peaceful neighborhood... \n#FarmersProtest,170,0.9482523798942566,170,0.224991574883461
8,2021-08-26T23:02:58.000Z,"My question is Why? \nUpdate: 12 Dead, 11 Marines &amp; 1 Corpsman. Many wounded…this didn’t need to happen like this. Please pray for our people still over there. #army #navy #marines #usa @ Miami, Florida https://t.co/tePaW9agVG",12,0.8957220315933228,-1,0.03456573560833931
9,2021-08-26T18:59:27.000Z,@LangmanVince 13 servicemen casualties. Many injuries. Heartbreaking. Blood is on this I competent administration hands. Will &amp; can we recover. Pray for our troops.,13,0.04825925454497337,13,0.029367409646511078
10,2021-08-26T18:03:36.000Z,Fox News reporting US military death toll now up to 10. Pray for our country.,10,0.8490665555000305,10,0.049479641020298004
11,2021-08-26T16:30:48.000Z,"Covid running riot, Afghanistan a humanitarian tragedy, Brexit causing food shortages, 150,000 covid deaths, and torys still thieving and lying and telling the people how great they are doing. Lock the bastards up for dereliction of duty on all counts ffs",150000,0.3500421345233917,150000,0.00015947948850225657
12,2021-08-26T16:21:03.000Z,"**** My heart is breaking... 2 Isis Terror Attacks at the Kabul airport. 3 U.S troops injured, many casualties! Issis is now threatening a rocket attack. Plz pray for our troops, our Alli troops and Afghan people.****** DO NOT watch the vid it is very graphic****",3,0.005611505825072527,3,0.12084422260522842
13,2021-08-26T14:42:45.000Z,"A Sad Day,3 Troops are Wounded in Kabul airport &amp; Hotel Attack, also second explosion.. I’m sorry but I blame Joe Biden Just wouldn’t #ListentoIntelligence back in April. A little girl lost her life in a mans arms #Pray",3,0.03641664981842041,-1,0.2721373438835144
